Name,Last Name,Firstst Name,Fights,Strikes,Total Strike Accuracy,Take Down,Take Down Accuracy,Knock Down,pass,Reversal,Substitution
"St-Pierre, Georges",St-Pierre,Georges,22,2591,67.50%,90,73.80%,9,119,5,3
"Fitch, Jon",Fitch,Jon,18,2185,74.70%,58,54.70%,2,44,3,3
"Edgar, Frankie",Edgar,Frankie,26,2099,48.20%,67,33.80%,3,48,3,2
"Johnson, Demetrious",Johnson,Demetrious,18,1956,64.60%,74,54.80%,3,65,3,5
"Bisping, Michael",Bisping,Michael,30,1935,42.30%,26,43.30%,8,15,2,0
"Diaz, Nate",Diaz,Nate,23,1926,53.80%,17,26.20%,3,15,6,9
"Penn, BJ",Penn,BJ,27,1816,63.90%,26,57.80%,7,44,1,4
"Leben, Chris",Leben,Chris,22,1791,67.90%,17,45.90%,5,22,0,2
"Dos Anjos, Rafael",Dos Anjos,Rafael,26,1767,53.20%,45,40.20%,5,39,2,3
"Elkins, Darren",Elkins,Darren,20,1739,54.40%,42,35.90%,2,40,1,1
"Holloway, Max",Holloway,Max,20,1694,48.40%,5,100.00%,8,17,0,2
"Lentz, Nik",Lentz,Nik,22,1690,63.70%,61,35.30%,2,52,1,2
"Ortiz, Tito",Ortiz,Tito,27,1675,66.10%,58,44.60%,2,26,0,2
"Diaz, Nick",Diaz,Nick,14,1616,59.60%,14,35.00%,3,9,4,2
"Siver, Dennis",Siver,Dennis,22,1594,45.20%,13,32.50%,7,32,5,2
"Dunham, Evan",Dunham,Evan,22,1587,44.70%,28,33.30%,2,18,1,1
"Maia, Demian",Maia,Demian,29,1569,60.20%,60,25.20%,1,87,5,9
"Lytle, Chris",Lytle,Chris,20,1533,58.80%,9,50.00%,2,15,9,6
"Jedrzejczyk, Joanna",Jedrzejczyk,Joanna,12,1521,49.20%,1,50.00%,1,0,0,0
"Couture, Randy",Couture,Randy,24,1494,72.50%,52,50.00%,1,49,2,4
"Condit, Carlos",Condit,Carlos,16,1476,52.00%,7,50.00%,5,27,8,0
"Sonnen, Chael",Sonnen,Chael,14,1467,69.70%,37,53.60%,0,32,1,2
"Velasquez, Cain",Velasquez,Cain,16,1446,69.50%,34,43.60%,9,30,0,0
"Jones, Jon",Jones,Jon,20,1431,60.00%,37,48.10%,5,29,0,5
"Andrade, Jessica",Andrade,Jessica,14,1424,58.60%,33,58.90%,2,34,1,2
"Stephens, Jeremy",Stephens,Jeremy,30,1422,47.20%,21,32.80%,18,6,7,0
"Riddle, Matthew",Riddle,Matthew,12,1350,63.30%,39,50.00%,0,41,1,0
"Pearson, Ross",Pearson,Ross,25,1347,44.60%,15,36.60%,6,3,1,0
"Guida, Clay",Guida,Clay,26,1346,45.10%,60,36.80%,5,50,1,4
"Dillashaw, TJ",Dillashaw,TJ,17,1340,47.40%,21,37.50%,9,28,0,1
"Poirier, Dustin",Poirier,Dustin,21,1314,53.40%,24,41.40%,11,15,4,3
"Henderson, Benson",Henderson,Benson,15,1291,55.80%,32,49.20%,3,23,1,2
"Miller, Jim",Miller,Jim,31,1289,48.70%,36,41.40%,3,43,5,7
"Story, Rick",Story,Rick,20,1284,51.20%,37,48.70%,5,28,5,2
"Alves, Thiago",Alves,Thiago,27,1280,47.10%,13,68.40%,13,23,2,1
"Cerrone, Donald",Cerrone,Donald,30,1278,51.60%,16,27.10%,17,25,3,6
"Sanchez, Diego",Sanchez,Diego,29,1275,42.90%,31,20.30%,6,42,3,0
"McGee, Court",McGee,Court,14,1274,43.90%,25,24.80%,1,21,1,2
"Sherk, Sean",Sherk,Sean,12,1274,60.50%,50,44.20%,0,47,3,1
"Lawler, Robbie",Lawler,Robbie,20,1224,51.10%,16,76.20%,9,11,3,0
"Brown, Matt",Brown,Matt,27,1219,61.80%,23,46.00%,9,16,4,2
"Miocic, Stipe",Miocic,Stipe,15,1219,62.20%,24,38.10%,5,20,0,0
"Stout, Sam",Stout,Sam,20,1207,32.70%,10,38.50%,3,9,1,0
"Masvidal, Jorge",Masvidal,Jorge,16,1185,56.00%,15,51.70%,5,12,1,1
"Herman, Ed",Herman,Ed,21,1181,63.60%,32,51.60%,3,36,5,4
"Bermudez, Dennis",Bermudez,Dennis,17,1169,57.70%,42,38.50%,5,28,3,2
"Swanson, Cub",Swanson,Cub,16,1169,54.70%,11,57.90%,6,14,1,0
"Cormier, Daniel",Cormier,Daniel,14,1158,63.90%,21,46.70%,2,28,0,4
"Kim, Dong Hyun",Kim,Dong Hyun,20,1158,69.90%,39,43.80%,4,45,2,1
"Means, Tim",Means,Tim,19,1145,51.50%,10,50.00%,7,8,2,1
"Danzig, Mac",Danzig,Mac,13,1123,66.90%,12,37.50%,3,20,3,2
"Rua, Mauricio",Rua,Mauricio,21,1108,61.40%,24,42.90%,14,23,0,0
"Caceres, Alex",Caceres,Alex,20,1106,53.10%,9,75.00%,3,21,10,2
"Okami, Yushin",Okami,Yushin,21,1100,55.20%,33,37.90%,4,67,0,0
"Werdum, Fabricio",Werdum,Fabricio,16,1096,61.40%,12,25.50%,4,22,2,3
"Griffin, Forrest",Griffin,Forrest,15,1096,43.20%,10,43.50%,1,15,3,2
"Franklin, Rich",Franklin,Rich,20,1090,48.90%,14,63.60%,10,21,3,1
"Cote, Patrick",Cote,Patrick,21,1080,59.00%,10,19.60%,6,18,4,0
"Fisher, Spencer",Fisher,Spencer,17,1066,54.80%,9,30.00%,3,19,2,2
"Anderson, Corey",Anderson,Corey,13,1066,54.90%,52,50.00%,0,34,0,0
"Dos Santos, Junior",Dos Santos,Junior,18,1062,49.80%,4,50.00%,11,3,0,0
"Hathaway, John",Hathaway,John,10,1062,59.70%,21,43.80%,2,16,1,0
"Lineker, John",Lineker,John,17,1049,43.40%,6,60.00%,12,4,1,1
"Johnson, Michael",Johnson,Michael,21,1036,39.40%,9,45.00%,9,0,3,0
"Barao, Renan",Barao,Renan,16,1035,41.40%,22,44.00%,4,14,0,3
"Ortiz, Dustin",Ortiz,Dustin,14,1031,60.80%,32,36.00%,2,29,10,0
"Kongo, Cheick",Kongo,Cheick,18,1025,69.50%,24,63.20%,4,12,3,0
"Lee, Kevin",Lee,Kevin,14,1020,51.90%,35,43.80%,0,45,1,4
"Bader, Ryan",Bader,Ryan,20,1018,56.00%,46,44.20%,7,43,0,1
"Tavares, Thiago",Tavares,Thiago,18,1014,63.70%,42,42.90%,0,32,5,5
"Florian, Kenny",Florian,Kenny,17,1013,58.20%,26,32.10%,1,40,1,7
"Usman, Kamaru",Usman,Kamaru,10,1010,64.10%,40,51.90%,3,34,0,1
"Lindland, Matt",Lindland,Matt,12,1009,75.60%,27,50.00%,0,25,5,1
"Bonnar, Stephan",Bonnar,Stephan,15,1005,57.20%,17,41.50%,2,30,3,2
"Arlovski, Andrei",Arlovski,Andrei,28,1001,48.10%,9,36.00%,10,6,1,2
"Boetsch, Tim",Boetsch,Tim,23,966,61.60%,21,35.60%,7,15,2,0
"Griffin, Tyson",Griffin,Tyson,14,963,52.30%,20,45.50%,2,1,1,1
"Pierce, Mike",Pierce,Mike,14,962,59.60%,31,41.30%,3,12,0,1
"Hughes, Matt",Hughes,Matt,25,956,68.00%,47,51.10%,3,77,4,5
"Nurmagomedov, Khabib",Nurmagomedov,Khabib,13,953,58.20%,31,34.80%,2,47,0,3
"Pettis, Sergio",Pettis,Sergio,14,952,43.50%,12,40.00%,1,15,2,0
"Ferguson, Tony",Ferguson,Tony,16,951,47.70%,6,42.90%,3,5,2,6
"Barboza, Edson",Barboza,Edson,20,941,43.50%,7,46.70%,10,2,0,1
"Hamill, Matt",Hamill,Matt,15,931,52.50%,31,34.10%,1,11,0,0
"Silva, Anderson",Silva,Anderson,24,930,65.10%,3,75.00%,18,3,1,3
"Benavidez, Joseph",Benavidez,Joseph,18,927,39.80%,17,26.60%,4,25,1,1
"Machida, Lyoto",Machida,Lyoto,24,927,57.80%,14,63.60%,14,40,2,1
"Evans, Rashad",Evans,Rashad,23,923,46.50%,53,42.40%,4,36,1,0
"Faber, Urijah",Faber,Urijah,16,919,49.10%,26,29.20%,4,15,2,6
"Gustafsson, Alexander",Gustafsson,Alexander,16,909,46.80%,18,40.00%,9,17,0,2
"Trinaldo, Francisco",Trinaldo,Francisco,18,904,51.80%,16,45.70%,4,19,2,2
"Tavares, Brad",Tavares,Brad,17,901,46.80%,16,27.10%,3,9,2,0
"Sterling, Aljamain",Sterling,Aljamain,12,900,61.90%,21,36.80%,0,18,1,3
"Mizugaki, Takeya",Mizugaki,Takeya,14,895,48.00%,16,50.00%,3,11,0,0
"Marquardt, Nate",Marquardt,Nate,25,894,58.90%,33,58.90%,12,23,3,3
"Roop, George",Roop,George,13,888,55.00%,8,50.00%,1,3,1,0
"Theodorou, Elias",Theodorou,Elias,10,888,52.20%,13,28.90%,0,5,3,0
"Koscheck, Josh",Koscheck,Josh,25,876,53.00%,40,48.20%,4,48,1,3
"Gastelum, Kelvin",Gastelum,Kelvin,16,862,50.10%,9,50.00%,9,16,5,2
"Torres, Tecia",Torres,Tecia,10,837,57.10%,7,17.10%,1,11,0,1
"Miller, Cole",Miller,Cole,21,832,40.30%,8,36.40%,4,28,9,7
"Smith, Trevor",Smith,Trevor,14,831,68.30%,16,34.00%,2,29,3,0
"Lauzon, Joe",Lauzon,Joe,26,830,47.20%,33,45.20%,3,67,8,7
"Whittaker, Robert",Whittaker,Robert,15,829,43.50%,3,50.00%,6,10,0,0
"Villante, Gian",Villante,Gian,14,828,45.00%,5,22.70%,3,4,0,0
"Sylvia, Tim",Sylvia,Tim,13,828,49.90%,1,100.00%,5,3,1,0
"Saunders, Ben",Saunders,Ben,18,821,64.30%,2,40.00%,3,5,0,3
"Edwards, Yves",Edwards,Yves,21,819,51.00%,6,40.00%,8,24,4,2
"Wiman, Matt",Wiman,Matt,16,812,58.50%,24,38.10%,1,23,5,3
"Pettis, Anthony",Pettis,Anthony,16,811,55.80%,8,44.40%,3,14,8,4
"Escudero, Efrain",Escudero,Efrain,13,806,58.40%,13,40.60%,5,7,1,1
"Simpson, Aaron",Simpson,Aaron,11,800,63.20%,32,34.80%,6,12,0,0
"Taylor, Paul",Taylor,Paul,9,800,58.80%,2,25.00%,4,7,2,0
"Aldo, Jose",Aldo,Jose,14,794,45.70%,12,66.70%,4,12,0,0
"Jackson, Rampage",Jackson,Rampage,13,790,53.60%,6,30.00%,8,9,0,0
"Henderson, Dan",Henderson,Dan,18,779,54.70%,15,42.90%,9,11,3,0
"Kowalkiewicz, Karolina",Kowalkiewicz,Karolina,8,778,44.20%,1,14.30%,0,7,1,0
"Bocek, Mark",Bocek,Mark,13,775,61.80%,36,36.70%,0,48,3,4
"Carmouche, Liz",Carmouche,Liz,11,774,75.50%,22,64.70%,0,19,0,0
"Maynard, Gray",Maynard,Gray,20,774,42.70%,50,47.60%,6,39,4,0
"Yahya, Rani",Yahya,Rani,16,773,60.90%,34,37.00%,0,44,5,6
"Holtzman, Scott",Holtzman,Scott,8,769,63.10%,19,59.40%,3,19,3,1
"Dollaway, CB",Dollaway,CB,20,767,58.90%,39,54.90%,3,39,6,2
"Green, Bobby",Green,Bobby,16,764,53.30%,7,24.10%,1,11,3,1
"Markos, Randa",Markos,Randa,10,760,54.70%,15,26.80%,0,24,4,0
"Sadollah, Amir",Sadollah,Amir,12,759,51.00%,5,27.80%,0,7,0,1
"Teixeira, Glover",Teixeira,Glover,17,756,53.10%,19,47.50%,4,35,1,3
"Neer, Josh",Neer,Josh,15,752,55.50%,10,41.70%,1,5,2,3
"Rivera, Jorge",Rivera,Jorge,15,752,62.30%,7,50.00%,8,5,4,0
"Howard, John",Howard,John,14,751,66.30%,30,49.20%,1,18,3,0
"Liddell, Chuck",Liddell,Chuck,23,746,41.80%,7,87.50%,14,3,2,0
"Kelly, Paul",Kelly,Paul,9,744,56.30%,9,60.00%,1,17,9,1
"Assuncao, Raphael",Assuncao,Raphael,14,742,45.90%,13,33.30%,2,11,0,1
"Dodson, John",Dodson,John,14,739,43.90%,9,30.00%,9,2,0,0
"Hill, Angela",Hill,Angela,8,738,54.80%,3,60.00%,2,1,1,0
"Parisyan, Karo",Parisyan,Karo,13,733,56.10%,53,59.60%,0,37,2,1
"Alcantara, Iuri",Alcantara,Iuri,18,725,54.60%,17,63.00%,4,39,1,2
"Shevchenko, Valentina",Shevchenko,Valentina,7,720,63.70%,17,47.20%,0,12,1,2
"VanZant, Paige",VanZant,Paige,8,716,66.90%,8,34.80%,1,9,4,1
"Cummins, Patrick",Cummins,Patrick,14,714,58.20%,34,41.00%,0,20,0,0
"Pennington, Raquel",Pennington,Raquel,10,713,55.20%,11,28.20%,0,7,0,2
"Davis, Marcus",Davis,Marcus,15,712,55.80%,14,48.30%,6,17,0,4
"Barberena, Bryan",Barberena,Bryan,11,710,60.10%,2,40.00%,5,1,0,1
"Hunt, Mark",Hunt,Mark,19,708,54.90%,7,53.80%,9,8,1,0
"Grant, TJ",Grant,TJ,11,704,61.90%,14,43.80%,2,33,5,1
"Pyle, Mike",Pyle,Mike,19,704,58.70%,16,37.20%,4,16,3,2
"Esparza, Carla",Esparza,Carla,8,701,59.90%,25,35.70%,0,15,2,1
"Castillo, Danny",Castillo,Danny,15,699,52.00%,31,34.80%,2,23,3,0
"Struve, Stefan",Struve,Stefan,22,698,51.50%,6,50.00%,3,16,6,5
"Pellegrino, Kurt",Pellegrino,Kurt,12,698,61.40%,24,54.50%,3,41,4,4
"Eye, Jessica",Eye,Jessica,11,696,43.90%,5,50.00%,0,8,0,0
"Weidman, Chris",Weidman,Chris,15,694,51.10%,37,52.10%,3,33,0,3
"Baroni, Phil",Baroni,Phil,10,688,70.80%,8,44.40%,5,5,2,0
"Oliveira, Charles",Oliveira,Charles,22,683,59.20%,29,42.60%,2,30,3,12
"Murphy, Lauren",Murphy,Lauren,7,683,56.70%,6,30.00%,0,3,0,0
"McGregor, Conor",McGregor,Conor,11,682,55.00%,5,62.50%,12,8,1,0
"Franca, Hermes",Franca,Hermes,11,679,61.00%,16,38.10%,4,9,5,2
"Kampmann, Martin",Kampmann,Martin,17,679,49.50%,19,41.30%,5,22,3,5
"Gracie, Royce",Gracie,Royce,13,678,93.40%,6,37.50%,0,15,3,10
"Gadelha, Claudia",Gadelha,Claudia,9,674,52.90%,33,47.80%,1,28,0,1
"Iaquinta, Al",Iaquinta,Al,14,673,42.50%,8,22.90%,7,6,0,0
"Johnson, Anthony",Johnson,Anthony,19,673,59.60%,19,57.60%,13,10,1,0
"Cejudo, Henry",Cejudo,Henry,10,673,52.70%,19,35.80%,3,12,0,0
"Phan, Nam",Phan,Nam,8,668,38.10%,1,16.70%,0,1,0,0
"Santos, Thiago",Santos,Thiago,18,667,55.30%,6,33.30%,11,13,2,0
"Jingliang, Li",Jingliang,Li,11,667,45.50%,9,33.30%,5,8,2,0
"Smolka, Louis",Smolka,Louis,11,665,51.80%,15,34.90%,1,31,13,2
"Burkman, Joshua",Burkman,Joshua,19,664,48.30%,34,37.00%,2,12,1,1
"Serra, Matt",Serra,Matt,14,664,55.20%,23,20.90%,5,42,5,1
"Dariush, Beneil",Dariush,Beneil,15,661,53.10%,13,31.00%,4,27,0,3
"Muhammad, Belal",Muhammad,Belal,9,658,52.10%,15,39.50%,0,12,0,0
"Lamas, Ricardo",Lamas,Ricardo,15,653,54.40%,16,28.60%,2,10,6,3
"Vera, Brandon",Vera,Brandon,16,650,61.10%,8,53.30%,7,6,0,1
"Caraway, Bryan",Caraway,Bryan,11,649,49.50%,19,21.30%,0,31,1,4
"Calderwood, Joanne",Calderwood,Joanne,10,644,59.40%,8,57.10%,3,6,1,1
"Barnett, Josh",Barnett,Josh,10,643,70.90%,5,62.50%,1,16,1,2
"Tanner, Evan",Tanner,Evan,17,642,68.70%,21,45.70%,1,25,0,4
"Lombard, Hector",Lombard,Hector,14,640,57.90%,15,48.40%,7,10,0,0
"Silva, Thiago",Silva,Thiago,12,639,57.70%,6,46.20%,4,13,0,0
"Blachowicz, Jan",Blachowicz,Jan,13,639,57.50%,13,54.20%,3,12,0,2
"Krause, James",Krause,James,11,636,50.40%,7,14.90%,0,9,3,2
"Holm, Holly",Holm,Holly,10,635,41.50%,6,31.60%,2,9,0,0
"Jardine, Keith",Jardine,Keith,13,630,40.80%,3,33.30%,3,0,0,0
"Saenz, Frankie",Saenz,Frankie,9,626,53.20%,14,32.60%,2,6,2,0
"Grove, Kendall",Grove,Kendall,13,621,64.50%,5,62.50%,2,8,4,2
"Dober, Drew",Dober,Drew,11,619,46.50%,7,17.90%,3,11,0,1
"Huerta, Roger",Huerta,Roger,8,619,48.50%,13,46.40%,0,26,5,1
"Miller, Dan",Miller,Dan,14,616,51.60%,15,51.70%,2,3,2,4
"Moraga, John",Moraga,John,15,610,50.90%,7,23.30%,2,15,3,3
"Ellenberger, Jake",Ellenberger,Jake,21,609,47.00%,23,47.90%,11,6,3,1
"Hooker, Dan",Hooker,Dan,11,605,51.10%,3,37.50%,5,3,2,2
"Alvey, Sam",Alvey,Sam,17,605,50.50%,1,25.00%,7,3,0,1
"Stann, Brian",Stann,Brian,11,602,56.50%,0,0.00%,7,1,1,1
"Woodley, Tyron",Woodley,Tyron,12,600,55.40%,5,41.70%,10,3,0,1
"Overeem, Alistair",Overeem,Alistair,15,597,77.10%,4,30.80%,8,3,0,0
"Reneau, Marion",Reneau,Marion,9,597,50.60%,2,100.00%,0,7,1,2
"Mir, Frank",Mir,Frank,27,593,59.50%,21,40.40%,8,24,1,8
"Strickland, Sean",Strickland,Sean,10,593,38.20%,10,58.80%,3,7,0,0
"Hirota, Mizuto",Hirota,Mizuto,7,592,49.80%,9,45.00%,0,9,0,0
"Oliveira, Alex",Oliveira,Alex,14,590,62.20%,26,37.70%,5,19,1,3
"Volkov, Alexander",Volkov,Alexander,5,589,64.20%,6,75.00%,2,4,0,0
"Cruz, Dominick",Cruz,Dominick,6,585,42.00%,23,39.00%,1,11,2,0
"Rodriguez, Yair",Rodriguez,Yair,9,582,47.50%,8,33.30%,3,9,2,0
"Riley, Aaron",Riley,Aaron,9,581,48.80%,8,34.80%,0,7,0,0
"McCall, Ian",McCall,Ian,7,576,53.60%,11,26.20%,0,14,0,0
"Gurgel, Jorge",Gurgel,Jorge,7,575,43.30%,6,25.00%,0,6,2,0
"Ansaroff, Nina",Ansaroff,Nina,6,574,52.10%,2,40.00%,0,8,1,1
"Munoz, Mark",Munoz,Mark,15,573,58.20%,28,30.10%,2,12,3,0
"Fili, Andre",Fili,Andre,14,570,41.80%,23,46.00%,3,12,3,0
"Severn, Dan",Severn,Dan,13,570,72.40%,9,45.00%,0,13,1,5
"Prazeres, Michel",Prazeres,Michel,12,562,55.30%,42,38.50%,2,46,1,3
"Matyushenko, Vladimir",Matyushenko,Vladimir,12,561,68.20%,19,40.40%,1,17,1,0
"Stevenson, Joe",Stevenson,Joe,16,561,54.70%,31,46.30%,1,23,5,3
"Reis, Wilson",Reis,Wilson,12,557,43.60%,50,43.50%,0,40,2,2
"Herrig, Felice",Herrig,Felice,8,553,45.40%,8,30.80%,0,29,3,2
"Silva, Wanderlei",Silva,Wanderlei,12,551,45.50%,2,40.00%,9,1,0,0
"Swick, Mike",Swick,Mike,15,550,50.20%,8,47.10%,4,14,1,2
"Edwards, Leon",Edwards,Leon,10,547,58.70%,12,29.30%,3,26,3,1
"Aubin-Mercier, Olivier",Aubin-Mercier,Olivier,11,546,61.10%,23,35.40%,2,25,1,4
"Blaydes, Curtis",Blaydes,Curtis,8,545,61.00%,33,55.90%,1,22,0,0
"Munhoz, Pedro",Munhoz,Pedro,11,542,45.90%,7,21.90%,4,6,1,3
"Felder, Paul",Felder,Paul,13,539,48.20%,3,33.30%,3,5,0,1
"Matthews, Jake",Matthews,Jake,12,537,57.10%,17,40.50%,2,16,2,4
"Sanchez, Andrew",Sanchez,Andrew,5,533,57.10%,13,37.10%,2,8,0,0
"Taleb, Nordine",Taleb,Nordine,11,531,63.10%,16,76.20%,2,11,1,0
"Hall, Uriah",Hall,Uriah,14,526,56.00%,7,38.90%,5,1,4,0
"Clark, Devin",Clark,Devin,6,526,73.50%,13,44.80%,2,11,0,0
"Miletich, Pat",Miletich,Pat,10,524,73.60%,10,55.60%,1,10,1,3
"Shamrock, Ken",Shamrock,Ken,15,521,71.80%,8,57.10%,1,8,0,5
"Guillard, Melvin",Guillard,Melvin,22,519,43.10%,14,66.70%,13,6,2,0
"Nunes, Amanda",Nunes,Amanda,11,516,55.50%,11,42.30%,4,14,0,2
"Brunson, Derek",Brunson,Derek,15,515,56.80%,13,24.10%,5,14,0,1
"Belcher, Alan",Belcher,Alan,15,513,49.30%,4,26.70%,3,9,2,3
"LaFlare, Ryan",LaFlare,Ryan,12,513,45.20%,17,42.50%,2,19,4,0
"Ferreira, Cezar",Ferreira,Cezar,14,512,57.00%,28,59.60%,2,19,0,3
"Gamburyan, Manvel",Gamburyan,Manvel,17,512,52.50%,30,32.60%,1,8,1,3
"Knight, Jason",Knight,Jason,9,511,43.10%,10,31.30%,3,4,3,1
"Kingsbury, Kyle",Kingsbury,Kyle,9,510,53.30%,18,41.90%,1,9,0,0
"Martin, Anthony Rocco",Martin,Anthony Rocco,12,510,46.90%,8,25.80%,2,21,3,3
"Nakamura, Keita",Nakamura,Keita,10,510,46.20%,18,52.90%,4,15,2,2
"Garcia, Leonard",Garcia,Leonard,9,509,32.10%,4,33.30%,1,6,5,1
"Perez, Alejandro",Perez,Alejandro,9,509,43.50%,3,16.70%,0,3,0,1
"Omigawa, Michihiro",Omigawa,Michihiro,7,505,59.20%,8,36.40%,1,7,5,0
"Nogueira, Minotauro",Nogueira,Minotauro,11,504,56.00%,8,21.60%,4,17,4,2
"Uno, Caol",Uno,Caol,10,502,66.50%,20,31.30%,0,18,6,0
"Coleman, Mark",Coleman,Mark,12,501,68.50%,25,50.00%,0,25,0,3
"Tuck, Jon",Tuck,Jon,9,500,49.80%,3,33.30%,2,18,1,2
"Pulver, Jens",Pulver,Jens,9,500,57.70%,4,80.00%,1,7,5,0
"Sherman, Chase",Sherman,Chase,7,500,46.70%,0,-,1,1,0,0
"Healy, Pat",Healy,Pat,6,498,49.10%,9,25.00%,0,4,0,0
"Hardy, Dan",Hardy,Dan,10,491,46.30%,6,35.30%,3,0,0,0
"Volkanovski, Alexander",Volkanovski,Alexander,6,489,62.50%,16,41.00%,4,14,1,0
"Scoggins, Justin",Scoggins,Justin,9,486,57.80%,23,63.90%,1,32,0,0
"Clementi, Rich",Clementi,Rich,10,486,58.70%,14,42.40%,0,20,3,3
"Ray, Stevie",Ray,Stevie,10,485,51.50%,5,55.60%,1,8,0,0
"Grice, Matt",Grice,Matt,7,480,66.70%,9,37.50%,3,21,0,0
"Sotiropoulos, George",Sotiropoulos,George,11,479,37.50%,17,31.50%,1,34,2,4
"Njokuani, Anthony",Njokuani,Anthony,8,477,47.60%,3,37.50%,1,0,1,0
"Khabilov, Rustam",Khabilov,Rustam,14,475,46.50%,38,45.20%,1,8,1,0
"Rodriguez, Ricco",Rodriguez,Ricco,7,473,75.60%,17,40.50%,0,25,2,0
"Lobov, Artem",Lobov,Artem,7,472,44.70%,3,25.00%,0,2,0,0
"Glenn, Rick",Glenn,Rick,6,472,46.50%,4,13.80%,1,1,0,0
"Krylov, Nikita",Krylov,Nikita,10,470,69.10%,2,28.60%,3,6,3,3
"Vick, James",Vick,James,12,470,42.80%,2,33.30%,4,3,2,3
"Brown, Mike",Brown,Mike,6,469,67.90%,13,31.00%,0,8,0,0
"Ho Kang, Kyung",Ho Kang,Kyung,8,465,62.80%,12,66.70%,0,32,5,2
"Wineland, Eddie",Wineland,Eddie,12,465,29.60%,2,20.00%,6,3,0,0
"Gonzaga, Gabriel",Gonzaga,Gabriel,22,464,55.60%,24,38.10%,7,33,0,4
"Lewis, Derrick",Lewis,Derrick,16,462,53.10%,5,23.80%,5,16,2,0
"Aldana, Irene",Aldana,Irene,4,462,47.80%,2,50.00%,0,6,3,0
"Laprise, Chad",Laprise,Chad,10,461,45.30%,6,54.50%,3,7,0,0
"Lesnar, Brock",Lesnar,Brock,8,456,82.50%,15,53.60%,2,18,0,1
"Cro Cop, Mirko",Cro Cop,Mirko,11,455,59.20%,2,33.30%,3,7,0,1
"Bahadurzada, Siyar",Bahadurzada,Siyar,8,451,58.50%,8,61.50%,5,6,1,1
"Pudilova, Lucie",Pudilova,Lucie,5,449,46.00%,0,0.00%,2,3,1,0
"Camacho, Frank",Camacho,Frank,4,449,53.60%,5,45.50%,0,5,2,0
"Akhmedov, Omari",Akhmedov,Omari,10,445,41.90%,19,51.40%,2,7,0,0
"Morono, Alex",Morono,Alex,7,444,46.70%,0,0.00%,2,4,0,1
"Monson, Jeff",Monson,Jeff,7,442,67.40%,8,17.00%,1,7,3,1
"Mendes, Chad",Mendes,Chad,14,441,53.50%,27,48.20%,8,7,0,0
"Brilz, Jason",Brilz,Jason,7,440,59.80%,11,25.00%,0,24,3,0
"Chookagian, Katlyn",Chookagian,Katlyn,6,440,34.90%,0,0.00%,1,0,0,0
"Sobral, Renato",Sobral,Renato,10,439,70.10%,16,66.70%,0,5,1,4
"Northcutt, Sage",Northcutt,Sage,8,439,63.20%,9,34.60%,2,10,1,1
"Formiga, Jussier",Formiga,Jussier,13,438,56.70%,17,37.80%,2,33,0,3
"Johns, Brett",Johns,Brett,5,438,61.70%,15,48.40%,0,6,0,1
"Burgos, Shane",Burgos,Shane,5,437,50.80%,2,100.00%,5,2,0,1
"White, Alex",White,Alex,9,436,46.50%,5,45.50%,4,3,2,0
"Lawlor, Tom",Lawlor,Tom,12,435,55.60%,16,32.00%,3,6,0,2
"Thomas, Din",Thomas,Din,9,435,57.50%,9,52.90%,1,9,0,2
"Font, Rob",Font,Rob,9,435,42.20%,7,33.30%,5,5,1,1
"Gordon, Jared",Gordon,Jared,4,435,61.10%,9,40.90%,0,15,0,0
"Soszynski, Krzysztof",Soszynski,Krzysztof,9,434,50.50%,3,27.30%,1,10,0,2
"Rizzo, Pedro",Rizzo,Pedro,14,432,46.20%,2,28.60%,8,1,0,0
"Fioravanti, Luigi",Fioravanti,Luigi,9,429,56.70%,24,63.20%,2,17,1,0
"Moicano, Renato",Moicano,Renato,9,429,48.40%,6,54.50%,1,9,0,2
"Quarry, Nate",Quarry,Nate,10,428,51.90%,1,33.30%,6,2,0,0
"Vera, Marlon",Vera,Marlon,10,427,47.60%,6,37.50%,4,12,0,3
"Almeida, Ricardo",Almeida,Ricardo,11,426,63.90%,32,38.10%,0,22,0,3
"Hominick, Mark",Hominick,Mark,7,424,50.40%,2,66.70%,3,1,0,1
"Burns, Gilbert",Burns,Gilbert,11,424,48.20%,16,37.20%,3,16,0,3
"Evans-Smith, Ashlee",Evans-Smith,Ashlee,8,422,42.80%,5,27.80%,0,5,0,0
"Sakara, Alessio",Sakara,Alessio,15,421,55.10%,11,78.60%,4,4,2,0
"Menjivar, Ivan",Menjivar,Ivan,9,420,52.90%,2,28.60%,2,2,0,2
"Sobotta, Peter",Sobotta,Peter,11,420,53.90%,12,35.30%,4,16,1,1
"Waterson, Michelle",Waterson,Michelle,6,420,70.50%,10,62.50%,0,16,1,2
"Moraes, Sergio",Moraes,Sergio,12,419,50.40%,10,34.50%,1,18,0,3
"Chiesa, Michael",Chiesa,Michael,13,412,51.70%,21,43.80%,1,21,1,6
"Medeiros, Yancy",Medeiros,Yancy,16,411,37.60%,1,33.30%,9,5,2,3
"Frye, Don",Frye,Don,10,410,83.50%,4,66.70%,1,9,2,3
"Shelton, Eric",Shelton,Eric,5,410,59.90%,17,51.50%,0,5,1,0
"Sullivan, George",Sullivan,George,8,404,52.40%,6,20.70%,0,7,1,0
"Sanchez, Eddie",Sanchez,Eddie,6,402,60.90%,4,26.70%,4,8,1,0
